Nº;Fecha;Curso;Tipo;Subtipo;Días;Horas totales;Hora inicio;Zona;Instalación;Monitor/a;Precio socio €;Precio no socio €;Plazas totales;Plazas libres;Alistados totales;Alistados socios;Alistados no socios;% Ocupación;Temporada;Día semana;Franja
490;2025-09-02;Curso Iniciación Patinaje Velocidad;Velocidad;Iniciación;3;4.0;20:10;Metropolitano;Parking Exterior;David Rivas;30,0;43,0;14;6;8;8;0;57,1;2025-26;Martes;Tarde
491;2025-09-03;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;20:10;Retiro;Paseo De Coches;Marta Águila;30,0;43,0;10;6;4;1;3;40,0;2025-26;Miércoles;Tarde
492;2025-09-03;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;18:50;Retiro;Paseo De Coches;Marta Águila;30,0;43,0;12;12;0;0;0;0,0;2025-26;Miércoles;Tarde
493;2025-09-03;Curso Wizard Iniciación;Otros;Curso Wizard Iniciación;3;4.0;20:10;Retiro;Instalación Deportiva Retiro-Poeta;Javi;30,0;43,0;14;3;11;9;2;78,6;2025-26;Miércoles;Tarde
494;2025-09-03;Curso Artístico Iniciación;Otros;Curso Artístico Iniciación;3;4.0;18:50;Retiro;Instalación Deportiva Retiro-Poeta;Javi;30,0;43,0;14;6;8;6;2;57,1;2025-26;Miércoles;Tarde
495;2025-09-06;Curso Iniciación Patinaje Niños;Niños Iniciación;;2;2.0;11:10;Retiro;Paseo De Coches;David Rivas;13,0;22,0;10;0;10;2;8;100,0;2025-26;Sábado;Mañana
496;2025-09-06;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;2;3.0;09:30;Retiro;Paseo De Coches;David Rivas;22,0;33,0;10;1;9;2;7;90,0;2025-26;Sábado;Mañana
497;2025-09-06;Curso Iniciación Hockey;Hockey;Iniciación;1;2.0;09:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;18,0;28,0;14;14;0;0;0;0,0;2025-26;Sábado;Mañana
498;2025-09-07;Curso Iniciación Hockey Niños;Niños Disciplinas;Hockey;1;1.5;10:00;Retiro;Instalación Deportiva Retiro-Poeta;Javi;13,0;23,0;14;14;0;0;0;0,0;2025-26;Domingo;Mañana
499;2025-09-13;Curso Patinaje Básico Niños;Niños Básico 1;;2;2.0;11:10;Retiro;Paseo De Coches;David Rivas;13,0;22,0;13;4;9;2;7;69,2;2025-26;Sábado;Mañana
500;2025-09-13;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;2;3.0;09:30;Retiro;Paseo De Coches;David Rivas;22,0;33,0;12;4;8;2;6;66,7;2025-26;Sábado;Mañana
501;2025-09-13;Curso Artístico Iniciación Nivel 2;Otros;Curso Artístico Iniciación Nivel 2;1;2.0;09:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;18,0;28,0;14;8;6;6;0;42,9;2025-26;Sábado;Mañana
502;2025-09-14;Curso Rollerdance Iniciación;Rollerdance;Iniciación;1;2.0;19:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;18,0;28,0;16;11;5;5;0;31,2;2025-26;Domingo;Tarde
503;2025-09-16;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;20:10;Retiro;Paseo De Coches;Mileni;30,0;43,0;10;6;4;1;3;40,0;2025-26;Martes;Tarde
504;2025-09-16;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;18:50;Retiro;Paseo De Coches;Mileni;30,0;43,0;12;12;0;0;0;0,0;2025-26;Martes;Tarde
505;2025-09-16;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:40;San Sebastián de los Reyes;Pista Patinaje Dehesa;Vanesa;30,0;43,0;10;8;2;0;2;20,0;2025-26;Martes;Tarde
506;2025-09-16;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;18:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Vanesa;22,0;33,0;10;0;10;0;10;100,0;2025-26;Martes;Tarde
507;2025-09-16;Curso Refuerzo Patinaje Experto 1;Refuerzo Adultos;Experto 1;3;4.0;20:10;Retiro;Instalación Deportiva Retiro-Poeta;Iciar;30,0;43,0;14;5;9;9;0;64,3;2025-26;Martes;Tarde
508;2025-09-16;Curso Refuerzo Patinaje Avanzado;Refuerzo Adultos;Avanzado;3;4.0;18:50;Retiro;Instalación Deportiva Retiro-Poeta;Iciar;30,0;43,0;14;9;5;5;0;35,7;2025-26;Martes;Tarde
509;2025-09-16;Curso Iniciación Patinaje Velocidad;Velocidad;Iniciación;3;4.0;20:10;Metropolitano;Parking Exterior;David Rivas;30,0;43,0;14;12;2;2;0;14,3;2025-26;Martes;Tarde
510;2025-09-16;Curso Tecnificación Pat. Velocidad;Velocidad;Tecnificación;3;4.0;19:30;Metropolitano;Parking Exterior;David Rivas;30,0;43,0;14;6;8;7;1;57,1;2025-26;Martes;Tarde
511;2025-09-17;Curso Refuerzo Patinaje Medio;Refuerzo Adultos;Medio;3;4.0;20:10;Retiro;Paseo De Coches;Marta Águila;30,0;43,0;12;4;8;7;1;66,7;2025-26;Miércoles;Tarde
512;2025-09-17;Curso Refuerzo Patinaje Básico;Refuerzo Adultos;Básico;3;4.0;18:50;Retiro;Paseo De Coches;Marta Águila;30,0;43,0;12;7;5;4;1;41,7;2025-26;Miércoles;Tarde
513;2025-09-17;Curso Iniciación Freestyle Slalom;Freestyle Slalom;Iniciación;3;4.0;20:10;San Sebastián de los Reyes;Pista Patinaje Dehesa;Irene Rodríguez;30,0;43,0;16;16;0;0;0;0,0;2025-26;Miércoles;Tarde
514;2025-09-17;Curso Refuerzo Patinaje Básico;Refuerzo Adultos;Básico;3;4.0;18:50;San Sebastián de los Reyes;Pista Patinaje Dehesa;Irene Rodríguez;30,0;43,0;12;9;3;2;1;25,0;2025-26;Miércoles;Tarde
515;2025-09-17;Curso Hockey Tecnificación;Hockey;Tecnificación;3;4.0;20:10;Retiro;Instalación Deportiva Retiro-Poeta;Javi;30,0;43,0;14;5;9;9;0;64,3;2025-26;Miércoles;Tarde
516;2025-09-17;Curso de Derrapes;Otros;Curso de Derrapes;3;4.0;18:50;Retiro;Instalación Deportiva Retiro-Poeta;Javi;30,0;43,0;14;0;14;13;1;100,0;2025-26;Miércoles;Tarde
517;2025-09-20;Curso Refuerzo Patinaje Medio;Refuerzo Adultos;Medio;2;3.0;11:10;Retiro;Paseo De Coches;Juan Carlos;22,0;33,0;12;9;3;3;0;25,0;2025-26;Sábado;Mañana
518;2025-09-20;Curso Refuerzo Patinaje Básico;Refuerzo Adultos;Básico;2;3.0;09:30;Retiro;Paseo De Coches;Juan Carlos;22,0;33,0;12;9;3;2;1;25,0;2025-26;Sábado;Mañana
519;2025-09-20;Curso Iniciación Patinaje Niños;Niños Iniciación;;2;2.0;11:40;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Rivas;13,0;22,0;10;1;9;0;9;90,0;2025-26;Sábado;Mañana
520;2025-09-20;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;2;3.0;10:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Rivas;22,0;33,0;10;5;5;0;5;50,0;2025-26;Sábado;Mañana
521;2025-09-20;Curso Wizard Iniciación Nivel 2;Otros;Curso Wizard Iniciación Nivel 2;1;2.0;10:00;Retiro;Instalación Deportiva Retiro-Poeta;Javi;18,0;28,0;14;11;3;2;1;21,4;2025-26;Sábado;Mañana
522;2025-09-22;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:40;Madrid Río;Explanada Matadero;Yomi;30,0;43,0;8;2;6;0;6;75,0;2025-26;Lunes;Tarde
523;2025-09-22;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;18:30;Madrid Río;Explanada Matadero;Yomi;22,0;33,0;10;1;9;0;9;90,0;2025-26;Lunes;Tarde
524;2025-09-27;Curso Iniciación Patinaje Niños;Niños Iniciación;;2;2.0;11:40;Retiro;Paseo De Coches;Yomi;13,0;22,0;10;2;8;0;8;80,0;2025-26;Sábado;Mañana
525;2025-09-27;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;2;3.0;10:00;Retiro;Paseo De Coches;Yomi;22,0;33,0;10;4;6;0;6;60,0;2025-26;Sábado;Mañana
526;2025-09-27;Curso Urbano Patinaje Básico;Urbano;Básico;1;2.0;10:00;Juan Carlos I;Parking Auditorium;Vanesa;18,0;24,0;10;7;3;3;0;30,0;2025-26;Sábado;Mañana
527;2025-09-27;Curso Patinaje Básico Niños;Niños Básico 1;;2;2.0;11:40;San Sebastián de los Reyes;Pista Patinaje Dehesa;Paloma;13,0;22,0;11;-2;13;3;10;118,2;2025-26;Sábado;Mañana
528;2025-09-27;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;2;3.0;10:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;Paloma;22,0;33,0;12;10;2;0;2;16,7;2025-26;Sábado;Mañana
529;2025-09-28;Curso Patinaje Urbano Niños;Niños Disciplinas;Urbano;1;1.5;11:00;Juan Carlos I;Parking Auditorium;Vanesa;13,0;21,0;10;5;5;4;1;50,0;2025-26;Domingo;Mañana
530;2025-10-03;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;18:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;Paloma;28,0;34,0;10;6;4;0;4;40,0;2025-26;Viernes;Tarde
531;2025-10-04;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;11:30;Retiro;Paseo De Coches;Óscar;28,0;34,0;10;4;6;0;6;60,0;2025-26;Sábado;Mañana
532;2025-10-04;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;10:00;Retiro;Paseo De Coches;Óscar;36,0;44,0;10;5;5;0;5;50,0;2025-26;Sábado;Mañana
533;2025-10-05;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;12:10;Retiro;Paseo De Coches;Marta Águila;28,0;34,0;10;3;7;0;7;70,0;2025-26;Domingo;Mañana
534;2025-10-05;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;11:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Paloma;28,0;34,0;10;0;10;1;9;100,0;2025-26;Domingo;Mañana
535;2025-10-05;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;10:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;Paloma;36,0;44,0;10;9;1;0;1;10,0;2025-26;Domingo;Mañana
536;2025-10-07;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:30;Retiro;Paseo De Coches;Marta Águila;36,0;44,0;10;6;4;0;4;40,0;2025-26;Martes;Tarde
537;2025-10-08;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;20:10;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;36,0;44,0;10;9;1;0;1;10,0;2025-26;Miércoles;Tarde
538;2025-10-09;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;20:10;Madrid Río;Explanada Matadero;Yomi;36,0;44,0;8;1;7;1;6;87,5;2025-26;Jueves;Tarde
539;2025-10-11;Curso Urbano Patinaje Medio;Urbano;Medio;1;2.0;10:00;Retiro;Paseo De Coches;David Rivas;21,0;24,0;10;3;7;7;0;70,0;2025-26;Sábado;Mañana
540;2025-10-18;Curso Rollerdance Avanzado;Rollerdance;Avanzado;1;2.0;19:00;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;16;7;9;9;0;56,2;2025-26;Sábado;Tarde
541;2025-10-18;Curso Artístico Iniciación Nivel 2;Otros;Curso Artístico Iniciación Nivel 2;1;2.0;17:00;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;14;10;4;3;1;28,6;2025-26;Sábado;Tarde
542;2025-10-19;Curso Rollerdance Iniciación;Rollerdance;Iniciación;1;2.0;19:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;16;8;8;4;4;50,0;2025-26;Domingo;Tarde
543;2025-11-02;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;12:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Rivas12-Irene R3;28,0;34,0;10;0;10;0;10;100,0;2025-26;Domingo;Mañana
544;2025-11-02;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;10:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Rivas12-Irene R3;36,0;44,0;10;6;4;0;4;40,0;2025-26;Domingo;Mañana
545;2025-11-02;Curso Iniciación Hockey;Hockey;Iniciación;1;2.0;10:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;14;7;7;7;0;50,0;2025-26;Domingo;Mañana
546;2025-11-04;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:30;Retiro;Paseo De Coches;Mileni;36,0;44,0;10;9;1;0;1;10,0;2025-26;Martes;Tarde
547;2025-11-05;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;36,0;44,0;10;9;1;0;1;10,0;2025-26;Miércoles;Tarde
548;2025-11-22;Curso Iniciación Freestyle Slalom;Freestyle Slalom;Iniciación;3;3.0;10:00;Retiro;Paseo De Coches;Marta Águila;28,0;34,0;12;3;9;9;0;75,0;2025-26;Sábado;Mañana
549;2025-11-22;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;12:00;Retiro;Paseo De Coches;Óscar;28,0;34,0;10;4;6;0;6;60,0;2025-26;Sábado;Mañana
550;2025-11-22;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;10:30;Retiro;Paseo De Coches;Óscar;36,0;44,0;10;7;3;0;3;30,0;2025-26;Sábado;Mañana
551;2025-11-28;Curso Urbano Patinaje Medio;Urbano;Medio;1;2.0;18:30;Retiro;Paseo De Coches;Marta;21,0;24,0;10;10;0;0;0;0,0;2025-26;Viernes;Tarde
552;2025-11-30;Curso Rollerdance Avanzado;Rollerdance;Avanzado;1;2.0;19:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;16;4;12;12;0;75,0;2025-26;Domingo;Tarde
553;2025-11-30;Curso Rollerdance Iniciación;Rollerdance;Iniciación;1;2.0;17:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;16;-2;18;14;4;112,5;2025-26;Domingo;Tarde
554;2025-12-02;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:30;Retiro;Paseo De Coches;Marta;36,0;44,0;10;8;2;0;2;20,0;2025-26;Martes;Tarde
555;2025-12-03;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;36,0;44,0;10;9;1;0;1;10,0;2025-26;Miércoles;Tarde
556;2025-12-04;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;20:10;Madrid Río;Explanada Matadero;Yomi;36,0;44,0;8;8;0;0;0;0,0;2025-26;Jueves;Tarde
557;2025-12-12;Curso Rollerdance Avanzado;Rollerdance;Avanzado;1;2.0;19:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;Javi;21,0;24,0;16;6;10;10;0;62,5;2025-26;Viernes;Tarde
558;2025-12-13;Curso Iniciación Patinaje Niños;Niños Iniciación;;2;2.0;12:10;Retiro;Paseo De Coches;David Rivas;21,0;24,0;10;8;2;0;2;20,0;2025-26;Sábado;Mañana
559;2025-12-13;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;2;3.0;10:30;Retiro;Paseo De Coches;David Rivas;28,0;34,0;10;6;4;0;4;40,0;2025-26;Sábado;Mañana
560;2025-12-13;Curso Iniciación Patinaje Niños;Niños Iniciación;;2;2.0;12:10;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;21,0;24,0;11;7;4;0;4;36,4;2025-26;Sábado;Mañana
561;2025-12-13;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;2;3.0;10:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;28,0;34,0;10;10;0;0;0;0,0;2025-26;Sábado;Mañana
562;2025-12-14;Curso Rollerdance Iniciación;Rollerdance;Iniciación;1;2.0;11:30;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;18;5;13;12;1;72,2;2025-26;Domingo;Mañana
563;2026-01-10;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;12:30;Retiro;Paseo De Coches;Óscar;28,0;34,0;10;4;6;0;6;60,0;2025-26;Sábado;Mañana
564;2026-01-10;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;11:00;Retiro;Paseo De Coches;Óscar;36,0;44,0;10;7;3;0;3;30,0;2025-26;Sábado;Mañana
565;2026-01-11;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;12:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Rivas;28,0;34,0;10;0;10;0;10;100,0;2025-26;Domingo;Mañana
566;2026-01-11;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;11:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Rivas;36,0;44,0;10;10;0;0;0;0,0;2025-26;Domingo;Mañana
567;2026-01-11;Curso Rollerdance Avanzado;Rollerdance;Avanzado;1;2.0;19:15;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;16;6;10;10;0;62,5;2025-26;Domingo;Tarde
568;2026-01-11;Curso Rollerdance Iniciación;Rollerdance;Iniciación;1;2.0;17:00;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;18;9;9;4;5;50,0;2025-26;Domingo;Tarde
569;2026-01-14;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;36,0;44,0;10;4;6;0;6;60,0;2025-26;Miércoles;Tarde
570;2026-01-19;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:30;Madrid Río;Explanada Matadero;Guadalupe;36,0;44,0;10;2;8;0;8;80,0;2025-26;Lunes;Tarde
571;2026-01-19;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;18:15;Madrid Río;Explanada Matadero;Guadalupe;28,0;34,0;10;9;1;0;1;10,0;2025-26;Lunes;Tarde
572;2026-01-20;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:30;Retiro;Paseo De Coches;Marta;36,0;44,0;10;6;4;0;4;40,0;2025-26;Martes;Tarde
573;2026-01-22;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;17:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;Paloma;28,0;34,0;10;10;0;0;0;0,0;2025-26;Jueves;Tarde
574;2026-02-05;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;17:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;Paloma;28,0;34,0;10;8;2;0;2;20,0;2025-26;Jueves;Tarde
575;2026-02-08;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;12:10;Retiro;Paseo De Coches;Marta;36,0;44,0;10;3;7;0;7;70,0;2025-26;Domingo;Mañana
576;2026-02-11;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;19:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;36,0;44,0;12;12;0;0;0;0,0;2025-26;Miércoles;Tarde
577;2026-02-14;Curso Iniciación Patinaje Velocidad;Velocidad;Iniciación;3;4.0;11:00;Metropolitano;Parking Exterior;David Rivas;36,0;44,0;14;13;1;1;0;7,1;2025-26;Sábado;Mañana
578;2026-02-15;Curso Urbano Patinaje Básico;Urbano;Básico;1;2.0;11:10;Retiro;Paseo De Coches;David Rivas;21,0;24,0;10;0;10;9;1;100,0;2025-26;Domingo;Mañana
579;2026-02-15;Curso Patinaje Básico Niños;Niños Básico 1;;3;3.0;12:40;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;28,0;34,0;12;6;6;0;6;50,0;2025-26;Domingo;Mañana
580;2026-02-15;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;11:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;28,0;34,0;10;6;4;0;4;40,0;2025-26;Domingo;Mañana
581;2026-02-15;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;10:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;36,0;44,0;10;6;4;0;4;40,0;2025-26;Domingo;Mañana
582;2026-02-16;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;19:30;Madrid Río;Explanada Matadero;Guadalupe;36,0;44,0;12;7;5;0;5;41,7;2025-26;Lunes;Tarde
583;2026-02-16;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;18:15;Madrid Río;Explanada Matadero;Guadalupe;28,0;34,0;10;10;0;0;0;0,0;2025-26;Lunes;Tarde
584;2026-02-21;Curso Iniciación Freestyle Slalom;Freestyle Slalom;Iniciación;3;4.0;12:10;Retiro;Paseo De Coches;Marta;36,0;44,0;12;0;12;12;0;100,0;2025-26;Sábado;Mañana
585;2026-02-21;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;11:30;Retiro;Paseo De Coches;Óscar;28,0;34,0;10;10;0;0;0;0,0;2025-26;Sábado;Mañana
586;2026-02-21;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;10:00;Retiro;Paseo De Coches;Oscar;36,0;44,0;12;9;3;0;3;25,0;2025-26;Sábado;Mañana
587;2026-02-22;Curso Rollerdance Avanzado;Rollerdance;Avanzado;1;2.0;19:15;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;16;8;8;8;0;50,0;2025-26;Domingo;Tarde
588;2026-02-22;Curso Rollerdance Iniciación;Rollerdance;Iniciación;1;2.0;17:00;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;18;15;3;2;1;16,7;2025-26;Domingo;Tarde
589;2026-02-24;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;19:30;Retiro;Paseo De Coches;Marta;36,0;44,0;12;9;3;0;3;25,0;2025-26;Martes;Tarde
590;2026-03-01;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;12:10;Retiro;Paseo De Coches;Marta;36,0;44,0;12;3;9;1;8;75,0;2025-26;Domingo;Mañana
591;2026-03-04;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;36,0;44,0;10;10;0;0;0;0,0;2025-26;Miércoles;Tarde
592;2026-03-05;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;18:00;Barajas;Recinto Ferial;Vanesa;36,0;44,0;10;9;1;0;1;10,0;2025-26;Jueves;Tarde
593;2026-03-12;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;20:10;Madrid Río;Explanada Matadero;Yomi;36,0;44,0;10;4;6;0;6;60,0;2025-26;Jueves;Tarde
594;2026-03-14;Curso Patinaje Básico Niños;Niños Básico 1;;3;3.0;12:40;Retiro;Paseo De Coches;David Rivas;28,0;34,0;12;11;1;0;1;8,3;2025-26;Sábado;Mañana
595;2026-03-14;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;11:30;Retiro;Paseo De Coches;David Rivas;28,0;34,0;10;3;7;0;7;70,0;2025-26;Sábado;Mañana
596;2026-03-14;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;10:00;Retiro;Paseo De Coches;David Rivas;36,0;44,0;10;2;8;0;8;80,0;2025-26;Sábado;Mañana
597;2026-03-14;Curso Rollerdance Avanzado;Rollerdance;Avanzado;1;2.0;18:00;Retiro;Instalación Deportiva Retiro-Poeta;Javi;21,0;24,0;16;6;10;10;0;62,5;2025-26;Sábado;Tarde
598;2026-03-15;Curso Urbano Patinaje Medio;Urbano;Medio;1;2.0;11:10;Retiro;Paseo De Coches;David Rivas;21,0;24,0;10;2;8;8;0;80,0;2025-26;Domingo;Mañana
599;2026-03-15;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;12:00;San Sebastián de los Reyes;Pista Patinaje Dehesa;Iciar;28,0;34,0;10;1;9;0;9;90,0;2025-26;Domingo;Mañana
600;2026-03-15;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;10:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Iciar;36,0;44,0;10;5;5;0;5;50,0;2025-26;Domingo;Mañana
601;2026-04-09;Curso Iniciación Patinaje Nivel 1;Iniciación Adultos Nivel 1;;3;4.0;20:10;Madrid Río;Explanada Matadero;Yomi;36,0;44,0;12;11;1;0;1;8,3;2025-26;Jueves;Tarde
602;2026-04-11;Curso Iniciación Freestyle Slalom;Freestyle Slalom;Iniciación;2;3.0;12:10;Retiro;Paseo De Coches;Marta;28,0;34,0;12;0;12;9;3;100,0;2025-26;Sábado;Mañana
603;2026-04-12;Curso Urbano Patinaje Avanzado;Urbano;Avanzado;1;2.0;10:30;Retiro;Paseo De Coches;David Rivas;21,0;24,0;10;1;9;8;1;90,0;2025-26;Domingo;Mañana
604;2026-04-13;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:30;Madrid Río;Explanada Matadero;Yomi;36,0;44,0;10;7;3;1;2;30,0;2025-26;Lunes;Tarde
605;2026-04-13;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;18:15;Madrid Río;Explanada Matadero;Yomi;28,0;34,0;10;9;1;0;1;10,0;2025-26;Lunes;Tarde
606;2026-04-14;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:30;Retiro;Paseo De Coches;Marta;36,0;44,0;10;3;7;0;7;70,0;2025-26;Martes;Tarde
607;2026-04-15;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;17:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Javi;28,0;34,0;10;0;10;0;10;100,0;2025-26;Miércoles;Tarde
608;2026-04-15;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;19:10;San Sebastián de los Reyes;Pista Patinaje Dehesa;David Olmo;36,0;44,0;10;6;4;0;4;40,0;2025-26;Miércoles;Tarde
609;2026-04-19;Curso Iniciación Patinaje Nivel 0;Iniciación Adultos Nivel 0;;3;4.0;12:10;Retiro;Paseo De Coches;Juancar1-Marta23;36,0;44,0;10;1;9;0;9;90,0;2025-26;Domingo;Mañana
610;2026-04-19;Curso Iniciación Patinaje Niños;Niños Iniciación;;3;3.0;12:40;San Sebastián de los Reyes;Pista Patinaje Dehesa;Mileni;28,0;34,0;10;0;10;0;10;100,0;2025-26;Domingo;Mañana
611;2026-04-19;Curso Patinaje Básico Niños;Niños Básico 1;;3;3.0;11:30;San Sebastián de los Reyes;Pista Patinaje Dehesa;Mileni;28,0;34,0;12;1;11;0;11;91,7;2025-26;Domingo;Mañana
